id,Weekly_Sales
2_46_2013-04-05 ,31571.4385
2_46_2013-04-12 ,29726.7785
2_46_2013-04-19 ,29898.88035
2_46_2013-04-26 ,29145.05615
2_46_2013-05-03 ,29849.6872
2_46_2013-05-10 ,30240.4987
2_46_2013-05-17 ,29847.1706
2_46_2013-05-24 ,31609.77515
2_46_2013-05-31 ,32088.02625
2_46_2013-06-07 ,32482.8056
2_46_2013-06-14 ,32819.7389
2_46_2013-06-21 ,32968.35025
2_46_2013-06-28 ,32309.61045
2_46_2013-07-05 ,33063.24065
2_46_2013-07-12 ,30324.55
2_46_2013-07-19 ,30058.4136
2_46_2013-07-26 ,29802.503
2_47_2012-12-14 ,12916.03078
2_47_2012-12-21 ,12276.26747
2_47_2013-02-22 ,6973.467573
2_48_2012-11-02 ,2480.40955
2_48_2012-11-09 ,2434.26105
2_48_2012-11-16 ,2399.624499
2_48_2012-11-23 ,4262.228199
2_48_2012-11-30 ,2043.17915
2_48_2012-12-07 ,2823.170748
2_48_2012-12-14 ,2291.698
2_48_2012-12-21 ,4777.21825
2_48_2012-12-28 ,1723.7487
2_48_2013-01-04 ,1011.50605
2_48_2013-01-11 ,1600.017649
2_48_2013-01-18 ,977.9734989
2_48_2013-01-25 ,957.6083989
2_48_2013-02-01 ,1648.644849
2_48_2013-02-08 ,1845.125099
2_48_2013-02-15 ,1735.790349
2_48_2013-02-22 ,1835.258999
2_48_2013-03-01 ,1868.137649
2_48_2013-03-08 ,2217.499849
2_48_2013-03-15 ,2171.066298
2_48_2013-03-22 ,2205.019248
2_48_2013-03-29 ,2065.899348
2_48_2013-04-05 ,2060.168248
2_48_2013-04-12 ,1992.511149
2_48_2013-04-19 ,1676.182849
2_48_2013-04-26 ,1706.698749
2_48_2013-05-03 ,1251.87305
2_48_2013-05-10 ,1667.56055
2_48_2013-05-17 ,1325.62675
2_48_2013-05-24 ,1331.14965
2_48_2013-05-31 ,1274.014748
2_48_2013-06-07 ,1569.24895
2_48_2013-06-14 ,1453.684198
2_48_2013-06-21 ,1667.161699
2_48_2013-06-28 ,1605.395747
2_48_2013-07-05 ,1890.961094
2_48_2013-07-12 ,1325.420248
2_48_2013-07-19 ,1676.931093
2_48_2013-07-26 ,1501.551647
2_49_2012-11-02 ,15361.5303
2_49_2012-11-09 ,14810.1294
2_49_2012-11-16 ,15969.90655
2_49_2012-11-23 ,14424.5272
2_49_2012-11-30 ,14201.2309
2_49_2012-12-07 ,14169.114
2_49_2012-12-14 ,14482.8956
2_49_2012-12-21 ,13722.16975
2_49_2012-12-28 ,14284.766
2_49_2013-01-04 ,15634.56535
2_49_2013-01-11 ,16735.7845
2_49_2013-01-18 ,16105.03365
2_49_2013-01-25 ,15816.3218
2_49_2013-02-01 ,18691.87365
2_49_2013-02-08 ,19333.25915
2_49_2013-02-15 ,18962.8313
2_49_2013-02-22 ,18089.7002
2_49_2013-03-01 ,17863.4327
2_49_2013-03-08 ,18957.3323
2_49_2013-03-15 ,18208.2033
2_49_2013-03-22 ,17434.09675
2_49_2013-03-29 ,16963.67
2_49_2013-04-05 ,16838.969
2_49_2013-04-12 ,16560.3213
2_49_2013-04-19 ,15830.6617
2_49_2013-04-26 ,16782.7733
2_49_2013-05-03 ,15759.4843
2_49_2013-05-10 ,16291.20915
2_49_2013-05-17 ,15425.2279
2_49_2013-05-24 ,15156.5676
2_49_2013-05-31 ,15152.12425
2_49_2013-06-07 ,15850.07555
2_49_2013-06-14 ,15581.8032
2_49_2013-06-21 ,15502.71905
2_49_2013-06-28 ,16063.59815
2_49_2013-07-05 ,16137.5853
2_49_2013-07-12 ,15703.70265
2_49_2013-07-19 ,16138.1938
2_49_2013-07-26 ,16207.5166
2_52_2012-11-02 ,4199.65255
2_52_2012-11-09 ,4399.30745
2_52_2012-11-16 ,4435.83785
2_52_2012-11-23 ,7419.0868
2_52_2012-11-30 ,5905.9877
2_52_2012-12-07 ,5992.0909
2_52_2012-12-14 ,5553.73845
2_52_2012-12-21 ,6525.75255
2_52_2012-12-28 ,3814.43175
2_52_2013-01-04 ,3728.77575
2_52_2013-01-11 ,3819.0928
2_52_2013-01-18 ,3581.7065
2_52_2013-01-25 ,3512.16725
2_52_2013-02-01 ,4438.8007
2_52_2013-02-08 ,4628.02615
2_52_2013-02-15 ,4957.50035
2_52_2013-02-22 ,4530.5274
2_52_2013-03-01 ,4467.89155
2_52_2013-03-08 ,4463.0629
2_52_2013-03-15 ,4515.86915
2_52_2013-03-22 ,4445.6766
2_52_2013-03-29 ,4431.71075
2_52_2013-04-05 ,4514.61325
2_52_2013-04-12 ,4333.8365
2_52_2013-04-19 ,4240.7787
2_52_2013-04-26 ,4316.491
2_52_2013-05-03 ,4082.68195
2_52_2013-05-10 ,4112.54805
2_52_2013-05-17 ,4089.7964
2_52_2013-05-24 ,3839.57265
2_52_2013-05-31 ,3818.5435
2_52_2013-06-07 ,3978.9248
2_52_2013-06-14 ,3746.5772
2_52_2013-06-21 ,3838.21395
2_52_2013-06-28 ,3559.9001
2_52_2013-07-05 ,3976.05195
2_52_2013-07-12 ,3618.9069
2_52_2013-07-19 ,3867.32285
2_52_2013-07-26 ,3660.04305
2_54_2012-11-02 ,1195.646184
2_54_2012-11-09 ,2405.340417
2_54_2012-11-16 ,1710.949977
2_54_2012-11-23 ,3007.463089
2_54_2012-11-30 ,1375.862633
2_54_2012-12-07 ,3454.461853
2_54_2012-12-14 ,1535.269881
2_54_2012-12-21 ,1295.196585
2_54_2012-12-28 ,10471.52115
2_54_2013-01-04 ,2970.548459
2_54_2013-01-11 ,1999.039573
2_54_2013-01-18 ,1504.98263
2_54_2013-01-25 ,376.2639955
2_54_2013-02-08 ,772.2300909
2_54_2013-02-15 ,1596.539578
2_54_2013-02-22 ,1672.722427
2_54_2013-03-01 ,858.1518387
2_54_2013-03-08 ,692.5357909
2_54_2013-03-15 ,380.8762955
2_54_2013-03-22 ,805.9774898
2_54_2013-04-05 ,2160.25822
2_54_2013-04-19 ,1479.36903
2_54_2013-04-26 ,1006.344786
2_54_2013-05-03 ,622.2635932
2_54_2013-05-10 ,1196.144135
2_54_2013-05-17 ,716.2923421
2_54_2013-05-31 ,894.7818398
2_54_2013-06-14 ,765.9560921
2_54_2013-06-28 ,2479.392267
2_54_2013-07-05 ,1543.288031
2_54_2013-07-26 ,1294.687334
2_55_2012-11-02 ,13399.8075
2_55_2012-11-09 ,18348.93585
2_55_2012-11-16 ,16936.9395
2_55_2012-11-23 ,34181.02095
2_55_2012-11-30 ,27011.725
2_55_2012-12-07 ,26945.92515
2_55_2012-12-14 ,32041.137
2_55_2012-12-21 ,55990.0582
2_55_2012-12-28 ,24982.80865
2_55_2013-01-04 ,10465.2069
2_55_2013-01-11 ,10174.8971
2_55_2013-01-18 ,9911.12215
2_55_2013-01-25 ,9568.7814
2_55_2013-02-01 ,12306.9868
2_55_2013-02-08 ,13181.0483
2_55_2013-02-15 ,13485.34405
2_55_2013-02-22 ,11827.82585
2_55_2013-03-01 ,11117.7448
2_55_2013-03-08 ,12220.1442
2_55_2013-03-15 ,11191.201
2_55_2013-03-22 ,11139.8596
2_55_2013-03-29 ,11072.31745
2_55_2013-04-05 ,10964.7076
2_55_2013-04-12 ,10263.6981
2_55_2013-04-19 ,10336.6792
2_55_2013-04-26 ,10781.86355
2_55_2013-05-03 ,10531.5947
2_55_2013-05-10 ,10727.12935
2_55_2013-05-17 ,10372.10885
2_55_2013-05-24 ,9863.79225
2_55_2013-05-31 ,10066.6601
2_55_2013-06-07 ,10147.3647
2_55_2013-06-14 ,10292.6305
2_55_2013-06-21 ,10235.3726
2_55_2013-06-28 ,10218.28225
2_55_2013-07-05 ,10756.11555
2_55_2013-07-12 ,9689.46085
2_55_2013-07-19 ,9683.5273
2_55_2013-07-26 ,9406.53525
2_56_2012-11-02 ,1145.87485
2_56_2012-11-09 ,1086.11505
2_56_2012-11-16 ,1398.889947
2_56_2012-11-23 ,7393.082349
2_56_2012-11-30 ,7957.08525
2_56_2012-12-07 ,9520.33365
2_56_2012-12-14 ,8291.737898
2_56_2012-12-21 ,5926.596399
2_56_2012-12-28 ,4466.247848
2_56_2013-01-04 ,2847.629441
2_56_2013-01-11 ,2062.527199
2_56_2013-01-18 ,2788.824694
2_56_2013-01-25 ,2631.648197
2_56_2013-02-01 ,4966.086798
2_56_2013-02-08 ,5538.057447
2_56_2013-02-15 ,4702.867849
2_56_2013-02-22 ,5252.841598
2_56_2013-03-01 ,5156.360099
2_56_2013-03-08 ,7642.254892
2_56_2013-03-15 ,10735.54015
2_56_2013-03-22 ,11503.55
2_56_2013-03-29 ,9142.745143
2_56_2013-04-05 ,11699.01605
2_56_2013-04-12 ,12946.6496
2_56_2013-04-19 ,15037.32705
2_56_2013-04-26 ,12277.52685
2_56_2013-05-03 ,16343.3193
2_56_2013-05-10 ,15998.46804
2_56_2013-05-17 ,14526.28839
2_56_2013-05-24 ,11039.75734
2_56_2013-05-31 ,10099.2837
2_56_2013-06-07 ,7420.14885
2_56_2013-06-14 ,5080.8392
2_56_2013-06-21 ,4508.641148
2_56_2013-06-28 ,3934.315398
2_56_2013-07-05 ,3696.899598
2_56_2013-07-12 ,2036.5752
2_56_2013-07-19 ,1823.31625
2_56_2013-07-26 ,1680.96025
2_58_2012-11-02 ,24731.6764
2_58_2012-11-09 ,27856.14405
2_58_2012-11-16 ,26623.93985
2_58_2012-11-23 ,35097.89575
2_58_2012-11-30 ,30467.6659
2_58_2012-12-07 ,31387.67265
2_58_2012-12-14 ,27695.7873
2_58_2012-12-21 ,38995.12725
2_58_2012-12-28 ,22502.70015
2_58_2013-01-04 ,21907.0285
2_58_2013-01-11 ,22844.0088
2_58_2013-01-18 ,20256.1416
2_58_2013-01-25 ,20779.36615
2_58_2013-02-01 ,21470.1653
2_58_2013-02-08 ,22821.9244
2_58_2013-02-15 ,23892.9902
2_58_2013-02-22 ,22572.72305
2_58_2013-03-01 ,23125.20275
2_58_2013-03-08 ,21309.97305
2_58_2013-03-15 ,21086.88465
2_58_2013-03-22 ,21435.36685
2_58_2013-03-29 ,21522.4749
2_58_2013-04-05 ,20528.1616
2_58_2013-04-12 ,20723.0709
2_58_2013-04-19 ,20100.2648
2_58_2013-04-26 ,20843.8962
2_58_2013-05-03 ,18351.52615
2_58_2013-05-10 ,21016.675
2_58_2013-05-17 ,20698.28265
2_58_2013-05-24 ,21756.06995
2_58_2013-05-31 ,21767.52825
2_58_2013-06-07 ,21880.6711
2_58_2013-06-14 ,23179.64195
2_58_2013-06-21 ,23756.42975
2_58_2013-06-28 ,24061.5745
2_58_2013-07-05 ,23383.0813
2_58_2013-07-12 ,23356.85925
2_58_2013-07-19 ,23066.8767
2_58_2013-07-26 ,23392.2581
2_59_2012-11-02 ,417.88845
2_59_2012-11-09 ,639.31855
2_59_2012-11-16 ,914.5331
2_59_2012-11-23 ,1696.2549
2_59_2012-11-30 ,1799.6986
2_59_2012-12-07 ,3875.0968
2_59_2012-12-14 ,6996.71945
2_59_2012-12-21 ,7480.0378
2_59_2012-12-28 ,9799.54885
2_59_2013-01-04 ,1537.359399
2_59_2013-01-11 ,467.1057489
2_59_2013-01-18 ,481.4507989
2_59_2013-01-25 ,490.0710989
2_59_2013-02-01 ,495.5727489
2_59_2013-02-08 ,561.1567989
2_59_2013-02-15 ,547.2239989
2_59_2013-02-22 ,481.3466989
2_59_2013-03-01 ,489.5879989
2_59_2013-03-08 ,519.6688989
2_59_2013-03-15 ,502.6049489
2_59_2013-03-22 ,471.3433989
2_59_2013-03-29 ,479.7690989
2_59_2013-04-05 ,502.8927989
2_59_2013-04-12 ,462.9700489
2_59_2013-04-19 ,438.6128489
2_59_2013-04-26 ,468.5594989
2_59_2013-05-03 ,371.9836
2_59_2013-05-10 ,404.12045
2_59_2013-05-17 ,362.87765
2_59_2013-05-24 ,332.26155
2_59_2013-05-31 ,335.66045
2_59_2013-06-07 ,373.55565
2_59_2013-06-14 ,358.8974
2_59_2013-06-21 ,337.9465
2_59_2013-06-28 ,345.2537
2_59_2013-07-05 ,381.97355
2_59_2013-07-12 ,370.86165
2_59_2013-07-19 ,360.941
2_59_2013-07-26 ,370.2405
2_60_2012-11-02 ,294.7513
2_60_2012-11-09 ,289.0527
2_60_2012-11-16 ,451.4417977
2_60_2012-11-23 ,532.9505477
2_60_2012-11-30 ,414.3020489
2_60_2012-12-07 ,892.3113421
2_60_2012-12-14 ,502.4994977
2_60_2012-12-21 ,498.5993489
2_60_2012-12-28 ,491.9361489
2_60_2013-01-04 ,320.3551989
2_60_2013-01-11 ,266.58795
2_60_2013-01-18 ,260.41055
2_60_2013-01-25 ,350.6084489
2_60_2013-02-01 ,276.3261
2_60_2013-02-08 ,439.2250989
2_60_2013-02-15 ,302.93905
2_60_2013-02-22 ,270.3546
2_60_2013-03-01 ,436.9159477
2_60_2013-03-08 ,310.37255
2_60_2013-03-15 ,286.4934
2_60_2013-03-22 ,262.28325
2_60_2013-03-29 ,268.3218
2_60_2013-04-05 ,275.22805
2_60_2013-04-12 ,278.3596
2_60_2013-04-19 ,289.2504
2_60_2013-04-26 ,281.03275
2_60_2013-05-03 ,266.9012
2_60_2013-05-10 ,248.53405
2_60_2013-05-17 ,321.5444989
2_60_2013-05-24 ,234.00255
2_60_2013-05-31 ,227.31295
2_60_2013-06-07 ,267.14295
2_60_2013-06-14 ,379.6025477
2_60_2013-06-21 ,411.2117977
2_60_2013-06-28 ,574.2102455
2_60_2013-07-05 ,443.3411977
2_60_2013-07-12 ,489.7855466
2_60_2013-07-19 ,392.9215477
2_60_2013-07-26 ,397.2410477
2_67_2012-11-02 ,10783.9103
2_67_2012-11-09 ,11287.37495
2_67_2012-11-16 ,11158.3722
2_67_2012-11-23 ,11466.98055
2_67_2012-11-30 ,11178.056
2_67_2012-12-07 ,13972.2332
2_67_2012-12-14 ,19989.0403
2_67_2012-12-21 ,24947.15475
2_67_2012-12-28 ,12302.06185
2_67_2013-01-04 ,8265.75765
2_67_2013-01-11 ,7969.05595
2_67_2013-01-18 ,8651.6179
2_67_2013-01-25 ,8880.346
2_67_2013-02-01 ,12292.38645
2_67_2013-02-08 ,20596.45665
2_67_2013-02-15 ,24439.0972
2_67_2013-02-22 ,10621.1114
2_67_2013-03-01 ,10494.3896
2_67_2013-03-08 ,12278.303
2_67_2013-03-15 ,10872.3308
2_67_2013-03-22 ,12599.03535
2_67_2013-03-29 ,11643.5205
2_67_2013-04-05 ,11988.98915
2_67_2013-04-12 ,11328.83945
2_67_2013-04-19 ,12047.31705
2_67_2013-04-26 ,11410.961
2_67_2013-05-03 ,22182.90655
2_67_2013-05-10 ,20933.54125
2_67_2013-05-17 ,16753.19575
2_67_2013-05-24 ,13517.135
2_67_2013-05-31 ,13767.6991
2_67_2013-06-07 ,14949.53605
2_67_2013-06-14 ,17360.35605
2_67_2013-06-21 ,16263.66745
2_67_2013-06-28 ,11884.594
2_67_2013-07-05 ,12205.6835
2_67_2013-07-12 ,10665.361
2_67_2013-07-19 ,10499.31155
2_67_2013-07-26 ,10291.42745
2_71_2012-11-02 ,4339.10985
2_71_2012-11-09 ,4487.0806
2_71_2012-11-16 ,4359.52025
2_71_2012-11-23 ,7899.2566
2_71_2012-11-30 ,6436.9182
2_71_2012-12-07 ,5819.5837
2_71_2012-12-14 ,6152.214
2_71_2012-12-21 ,8749.0613
2_71_2012-12-28 ,3829.0674
2_71_2013-01-04 ,4179.18115
2_71_2013-01-11 ,4537.721549
2_71_2013-01-18 ,4286.37505
2_71_2013-01-25 ,4338.34625
2_71_2013-02-01 ,6302.35005
2_71_2013-02-08 ,6864.5861
2_71_2013-02-15 ,6735.66275
2_71_2013-02-22 ,5971.4418
2_71_2013-03-01 ,5644.64905
2_71_2013-03-08 ,5633.91405
2_71_2013-03-15 ,5396.33055
2_71_2013-03-22 ,4868.82335
2_71_2013-03-29 ,4652.23965
2_71_2013-04-05 ,5115.0625
2_71_2013-04-12 ,5064.2224
2_71_2013-04-19 ,4662.3601
2_71_2013-04-26 ,4745.95655
2_71_2013-05-03 ,4340.11865
2_71_2013-05-10 ,4928.8645
2_71_2013-05-17 ,4731.5103
2_71_2013-05-24 ,4750.9915
2_71_2013-05-31 ,4582.2837
2_71_2013-06-07 ,4801.4294
2_71_2013-06-14 ,4909.9936
2_71_2013-06-21 ,4747.82555
2_71_2013-06-28 ,5003.8373
2_71_2013-07-05 ,4850.0261
2_71_2013-07-12 ,5010.3689
2_71_2013-07-19 ,4793.79115
2_71_2013-07-26 ,4878.18825
2_72_2012-11-02 ,76141.14765
2_72_2012-11-09 ,72434.04055
2_72_2012-11-16 ,70816.5445
2_72_2012-11-23 ,273504.3833
2_72_2012-11-30 ,93072.4187
2_72_2012-12-07 ,90838.64445
2_72_2012-12-14 ,107307.1756
2_72_2012-12-21 ,140396.6976
2_72_2012-12-28 ,96125.0226
2_72_2013-01-04 ,62472.21155
2_72_2013-01-11 ,62445.3808
2_72_2013-01-18 ,66818.1982
2_72_2013-01-25 ,69178.70265
2_72_2013-02-01 ,92787.00495
2_72_2013-02-08 ,109569.9736
2_72_2013-02-15 ,96840.93265
2_72_2013-02-22 ,82383.8018
2_72_2013-03-01 ,82326.68575
2_72_2013-03-08 ,76013.14875
2_72_2013-03-15 ,70982.12985
2_72_2013-03-22 ,60958.42555
2_72_2013-03-29 ,58278.76885
2_72_2013-04-05 ,60156.49635
2_72_2013-04-12 ,60587.9045
2_72_2013-04-19 ,57402.4183
2_72_2013-04-26 ,58020.53065
2_72_2013-05-03 ,59161.9064
2_72_2013-05-10 ,59248.88445
2_72_2013-05-17 ,57984.5508
2_72_2013-05-24 ,59175.8883
2_72_2013-05-31 ,53574.30995
2_72_2013-06-07 ,60312.2705
2_72_2013-06-14 ,55091.0215
2_72_2013-06-21 ,56485.01145
2_72_2013-06-28 ,59168.2441
2_72_2013-07-05 ,61535.0777
2_72_2013-07-12 ,55348.61305
2_72_2013-07-19 ,53001.85685
2_72_2013-07-26 ,55138.43365
2_74_2012-11-02 ,16160.33395
2_74_2012-11-09 ,16107.0043
2_74_2012-11-16 ,16492.02675
2_74_2012-11-23 ,24677.7603
2_74_2012-11-30 ,18984.17525
2_74_2012-12-07 ,17916.22265
2_74_2012-12-14 ,17531.65745
2_74_2012-12-21 ,22399.42035
2_74_2012-12-28 ,21862.70295
2_74_2013-01-04 ,18257.0822
2_74_2013-01-11 ,18298.3341
2_74_2013-01-18 ,17484.8204
2_74_2013-01-25 ,16969.33035
2_74_2013-02-01 ,17913.8008
2_74_2013-02-08 ,18183.52655
2_74_2013-02-15 ,18178.6337
2_74_2013-02-22 ,17412.7367
2_74_2013-03-01 ,17206.4444
2_74_2013-03-08 ,17592.3356
2_74_2013-03-15 ,17136.30175
2_74_2013-03-22 ,17123.21845
2_74_2013-03-29 ,16834.535
2_74_2013-04-05 ,17340.67075
2_74_2013-04-12 ,16883.53635
2_74_2013-04-19 ,16325.12745
2_74_2013-04-26 ,16182.16205
2_74_2013-05-03 ,16033.37465
2_74_2013-05-10 ,17860.27465
2_74_2013-05-17 ,16403.92945
2_74_2013-05-24 ,17456.5044
2_74_2013-05-31 ,16868.1871
2_74_2013-06-07 ,18376.05485
2_74_2013-06-14 ,17921.7477
2_74_2013-06-21 ,17826.96655
2_74_2013-06-28 ,18364.6843
2_74_2013-07-05 ,18976.6282
2_74_2013-07-12 ,18186.503
2_74_2013-07-19 ,17281.14065
2_74_2013-07-26 ,17382.13035
2_77_2013-01-11 ,864.2776977
2_79_2012-11-02 ,32040.5294
2_79_2012-11-09 ,33593.28065
2_79_2012-11-16 ,32915.85085
2_79_2012-11-23 ,34558.7043
2_79_2012-11-30 ,33216.87015
2_79_2012-12-07 ,34473.5921
2_79_2012-12-14 ,33482.6023
2_79_2012-12-21 ,36705.86375
2_79_2012-12-28 ,29372.12465
2_79_2013-01-04 ,34210.11675
2_79_2013-01-11 ,31244.28735
2_79_2013-01-18 ,30934.6468
2_79_2013-01-25 ,28382.30945
2_79_2013-02-01 ,35440.07125
2_79_2013-02-08 ,36139.8572
2_79_2013-02-15 ,35539.9291
2_79_2013-02-22 ,33806.5231
2_79_2013-03-01 ,34288.5901
2_79_2013-03-08 ,34571.45985
2_79_2013-03-15 ,32311.2774
2_79_2013-03-22 ,33032.5639
2_79_2013-03-29 ,32476.83485
2_79_2013-04-05 ,33685.26945
2_79_2013-04-12 ,33121.3569
2_79_2013-04-19 ,31242.0469
2_79_2013-04-26 ,31919.7525
2_79_2013-05-03 ,34243.48425
2_79_2013-05-10 ,33480.6651
2_79_2013-05-17 ,33389.7383
2_79_2013-05-24 ,34053.5276
2_79_2013-05-31 ,33755.42265
2_79_2013-06-07 ,36123.2078
2_79_2013-06-14 ,34428.36365
2_79_2013-06-21 ,35274.9878
2_79_2013-06-28 ,33717.05535
2_79_2013-07-05 ,35516.0426
2_79_2013-07-12 ,34278.2604
2_79_2013-07-19 ,33662.94815
2_79_2013-07-26 ,33824.4576
2_80_2012-11-02 ,25679.58565
2_80_2012-11-09 ,26640.76555
2_80_2012-11-16 ,25916.0579
2_80_2012-11-23 ,26105.20415
2_80_2012-11-30 ,25389.78175
2_80_2012-12-07 ,26842.6068
2_80_2012-12-14 ,28517.589
2_80_2012-12-21 ,32783.49995
2_80_2012-12-28 ,23462.57335
2_80_2013-01-04 ,25325.86215
2_80_2013-01-11 ,25493.66735
2_80_2013-01-18 ,25115.2028
2_80_2013-01-25 ,25251.2537
2_80_2013-02-01 ,27170.84845
2_80_2013-02-08 ,27284.53335
2_80_2013-02-15 ,27411.7967
2_80_2013-02-22 ,27031.3196
2_80_2013-03-01 ,27064.8417
2_80_2013-03-08 ,27358.04175
2_80_2013-03-15 ,27260.6967
2_80_2013-03-22 ,27544.41045
2_80_2013-03-29 ,26927.1165
2_80_2013-04-05 ,27050.49315
2_80_2013-04-12 ,26951.69395
2_80_2013-04-19 ,26553.0269
2_80_2013-04-26 ,26626.0999
2_80_2013-05-03 ,26761.54935
2_80_2013-05-10 ,27282.67945
2_80_2013-05-17 ,26706.96495
2_80_2013-05-24 ,27230.77215
2_80_2013-05-31 ,27259.0605
2_80_2013-06-07 ,28309.4053
2_80_2013-06-14 ,27632.888
2_80_2013-06-21 ,27844.0186
2_80_2013-06-28 ,27781.558
2_80_2013-07-05 ,28361.39745
2_80_2013-07-12 ,27698.18775
2_80_2013-07-19 ,27430.21075
2_80_2013-07-26 ,27262.91595
2_81_2012-11-02 ,30493.42805
2_81_2012-11-09 ,31190.95975
2_81_2012-11-16 ,31554.03565
2_81_2012-11-23 ,32594.18195
2_81_2012-11-30 ,30466.6445
2_81_2012-12-07 ,31314.4618
2_81_2012-12-14 ,30971.55155
2_81_2012-12-21 ,34609.0221
2_81_2012-12-28 ,24899.60805
2_81_2013-01-04 ,31849.74645
2_81_2013-01-11 ,31459.3117
2_81_2013-01-18 ,31409.0422
2_81_2013-01-25 ,29870.3432
2_81_2013-02-01 ,32923.399
2_81_2013-02-08 ,33170.3548
2_81_2013-02-15 ,32697.635
2_81_2013-02-22 ,32303.0038
2_81_2013-03-01 ,32297.21955
2_81_2013-03-08 ,33104.2574
2_81_2013-03-15 ,32429.14685
2_81_2013-03-22 ,33207.3821
2_81_2013-03-29 ,32230.60315
2_81_2013-04-05 ,32752.69455
2_81_2013-04-12 ,32738.14375
2_81_2013-04-19 ,32232.8506
2_81_2013-04-26 ,30998.8807
2_81_2013-05-03 ,32305.30005
2_81_2013-05-10 ,32529.92695
2_81_2013-05-17 ,31286.2107
2_81_2013-05-24 ,32007.56965
2_81_2013-05-31 ,31923.4731
2_81_2013-06-07 ,33315.5849
2_81_2013-06-14 ,33229.638
2_81_2013-06-21 ,33306.6373
2_81_2013-06-28 ,31986.92425
2_81_2013-07-05 ,33736.64665
2_81_2013-07-12 ,32927.3528
2_81_2013-07-19 ,32191.31045
2_81_2013-07-26 ,31755.6263
2_82_2012-11-02 ,24397.9817
2_82_2012-11-09 ,25382.53655
2_82_2012-11-16 ,26173.47455
2_82_2012-11-23 ,41986.85195
2_82_2012-11-30 ,36543.90605
2_82_2012-12-07 ,43693.61905
2_82_2012-12-14 ,56719.4389
2_82_2012-12-21 ,92747.6041
2_82_2012-12-28 ,40240.2247
2_82_2013-01-04 ,21957.6967
2_82_2013-01-11 ,22172.99945
2_82_2013-01-18 ,21622.1413
2_82_2013-01-25 ,21608.46985
2_82_2013-02-01 ,24363.0623
2_82_2013-02-08 ,25107.4911
2_82_2013-02-15 ,27429.84505
2_82_2013-02-22 ,26135.9486
2_82_2013-03-01 ,25533.5047
2_82_2013-03-08 ,25770.4522
2_82_2013-03-15 ,24311.91475
2_82_2013-03-22 ,24286.1371
2_82_2013-03-29 ,25331.4723
2_82_2013-04-05 ,24475.94045
2_82_2013-04-12 ,23800.52845
2_82_2013-04-19 ,23060.8761
2_82_2013-04-26 ,23474.18845
2_82_2013-05-03 ,22972.19825
2_82_2013-05-10 ,23278.08595
2_82_2013-05-17 ,22750.3302
2_82_2013-05-24 ,22954.9526
2_82_2013-05-31 ,22999.9371
2_82_2013-06-07 ,23618.8985
2_82_2013-06-14 ,24450.7606
2_82_2013-06-21 ,23695.8978
2_82_2013-06-28 ,23828.71515
2_82_2013-07-05 ,23559.38415
2_82_2013-07-12 ,22813.3156
2_82_2013-07-19 ,22100.2177
2_82_2013-07-26 ,21928.06325
2_83_2012-11-02 ,5343.60115
2_83_2012-11-09 ,5472.0516
2_83_2012-11-16 ,5264.6727
2_83_2012-11-23 ,4888.60595
2_83_2012-11-30 ,5073.2759
2_83_2012-12-07 ,4843.51485
2_83_2012-12-14 ,5008.56635
2_83_2012-12-21 ,5419.3525
2_83_2012-12-28 ,5398.83935
2_83_2013-01-04 ,6296.2413
2_83_2013-01-11 ,6208.63515
2_83_2013-01-18 ,5896.7323
2_83_2013-01-25 ,5801.9015
2_83_2013-02-01 ,6313.9136
2_83_2013-02-08 ,6282.58075
2_83_2013-02-15 ,6908.2565
2_83_2013-02-22 ,6658.33115
2_83_2013-03-01 ,6639.6447
2_83_2013-03-08 ,6650.77895
2_83_2013-03-15 ,6674.3463
2_83_2013-03-22 ,6517.88235
2_83_2013-03-29 ,6292.26565
2_83_2013-04-05 ,6482.06795
2_83_2013-04-12 ,6414.6348
2_83_2013-04-19 ,6246.18815
2_83_2013-04-26 ,6275.9702
2_83_2013-05-03 ,6023.61025
2_83_2013-05-10 ,5973.80525
2_83_2013-05-17 ,6000.92155
2_83_2013-05-24 ,6034.20395
2_83_2013-05-31 ,6044.35035
2_83_2013-06-07 ,6170.1327
2_83_2013-06-14 ,6113.07355
2_83_2013-06-21 ,6053.1606
2_83_2013-06-28 ,6090.7113
2_83_2013-07-05 ,6244.41625
2_83_2013-07-12 ,5857.5596
2_83_2013-07-19 ,6029.58745
2_83_2013-07-26 ,5829.96735
2_85_2012-11-02 ,3098.64365
2_85_2012-11-09 ,3115.8316
2_85_2012-11-16 ,3198.0489
2_85_2012-11-23 ,4508.3436
2_85_2012-11-30 ,4057.80445
2_85_2012-12-07 ,5411.9994
2_85_2012-12-14 ,6813.75645
2_85_2012-12-21 ,8912.73795
2_85_2012-12-28 ,3897.54445
2_85_2013-01-04 ,3308.138
2_85_2013-01-11 ,3094.98005
2_85_2013-01-18 ,3039.5274
2_85_2013-01-25 ,2965.84245
2_85_2013-02-01 ,3356.65185
2_85_2013-02-08 ,3598.870249
2_85_2013-02-15 ,3550.3768
2_85_2013-02-22 ,3424.33775
2_85_2013-03-01 ,3468.51885
2_85_2013-03-08 ,3498.6747
2_85_2013-03-15 ,3486.18995
2_85_2013-03-22 ,3610.38
2_85_2013-03-29 ,3597.5202
2_85_2013-04-05 ,3435.4003
2_85_2013-04-12 ,3392.75385
